trackname,album_title,artist,total_purchases,total_cost
Rime of the Ancient Mariner,Powerslave,Iron Maiden,1,0.99
Right Through You,Jagged Little Pill,Alanis Morissette,1,0.99
Right Now,"The Best Of Van Halen, Vol. I",Van Halen,1,0.99
Right Next Door to Hell,Use Your Illusion I,Guns N' Roses,1,0.99
Ride The Lightning,Ride The Lightning,Metallica,1,0.99
Rhinocerous,Rotten Apples: Greatest Hits,Smashing Pumpkins,1,0.99
Revenga,Mezmerize,System Of A Down,1,0.99
Restless and Wild,Restless and Wild,Accept,1,0.99
Respectable,No Security,The Rolling Stones,1,0.99
"Requiem, Op.48: 4. Pie Jesu","Fauré: Requiem, Ravel: Pavane & Others","Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair",1,0.99
Remedy,Live [Disc 2],The Black Crowes,1,0.99
Relvelation (Mother Earth),Tribute,Ozzy Osbourne,1,0.99
Rehab (Hot Chip Remix),Back to Black,Amy Winehouse,1,0.99
Reggae Tchan,Axé Bahia 2001,Various Artists,1,0.99
Reggae Odoyá,Olodum,Olodum,1,0.99
Refazenda,Unplugged,Eric Clapton,1,0.99
Refavela (Live),Quanta Gente Veio Ver (Live),Gilberto Gil,1,0.99
Redundant,International Superhits,Green Day,1,0.99
Red House,Are You Experienced?,Jimi Hendrix,1,0.99
Realword,Chemical Wedding,Bruce Dickinson,1,0.99
Realce,Unplugged,Eric Clapton,1,0.99
Real Thing,Facelift,Alice In Chains,1,0.99
Razor,In Your Honor [Disc 2],Foo Fighters,1,0.99
Rasul,Morning Dance,Spyro Gyra,1,0.99
Ramshackle Man,The Battle Rages On,Deep Purple,1,0.99
Ram It Down,Living After Midnight,Judas Priest,1,0.99
Rag Doll,Big Ones,Aerosmith,1,0.99
Radio/Video,Mezmerize,System Of A Down,1,0.99
Radio GA GA,Greatest Hits II,Queen,1,0.99
Radio Free Aurope,The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
RV,Angel Dust,Faith No More,1,0.99
Querem Meu Sangue,Acústico,Titãs,1,0.99
Quem Mata A Mulher Mata O Melhor,Compositores,O Terço,1,0.99
Queixa,Minha Historia,Chico Buarque,1,0.99
Quase Um Segundo,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,1,0.99
Quanta (Live),Quanta Gente Veio Ver (Live),Gilberto Gil,1,0.99
Quando Você Voltar,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,1,0.99
Puteiro Em João Pessoa,Cesta Básica,Raimundos,1,0.99
Put Your Lights On,Supernatural,Santana,1,0.99
Put Your Head Out,House of Pain,House Of Pain,1,0.99
Put The Finger On You,For Those About To Rock We Salute You,AC/DC,1,0.99
Purgatory,Killers,Iron Maiden,1,0.99
Psychopomp,Transmission,The Tea Party,1,0.99
Pseudo Silk Kimono,Misplaced Childhood,Marillion,1,0.99
Prá Dizer Adeus,Acústico,Titãs,1,0.99
Proud Mary,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99
Protesto Do Olodum (Ao Vivo),Olodum,Olodum,1,0.99
"Prometheus Overture, Op. 43",Beethoven: Symphony No. 6 'Pastoral' Etc.,Otto Klemperer & Philharmonia Orchestra,1,0.99
Producer's Cut: The Return,"The Office, Season 3",The Office,1,1.99
Problem Child,Let There Be Rock,AC/DC,1,0.99
Pristina,Album Of The Year,Faith No More,1,0.99
Principiando/Decolagem,Deixa Entrar,Falamansa,1,0.99
Princess of the Dawn,Restless and Wild,Accept,1,0.99
Prince Charming,ReLoad,Metallica,1,0.99
Primary,Van Halen III,Van Halen,1,0.99
Primal Scream,Motley Crue Greatest Hits,Mötley Crüe,1,0.99
Pretty Tied Up,Use Your Illusion II,Guns N' Roses,1,0.99
Pretty Persuasion,The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
Prenda Minha,Prenda Minha,Caetano Veloso,1,0.99
Preciso Apender a Viver Só (Maysa),Vozes do MPB,Various Artists,1,0.99
Praise,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,1,0.99
Pour Some Sugar On Me,Vault: Def Leppard's Greatest Hits,Def Leppard,1,0.99
Pot-Pourri N.º 5,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Pot-Pourri N.º 4,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Pot-Pourri N.º 2,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",Minha História,Os Mutantes,1,0.99
Porch,Ten,Pearl Jam,1,0.99
Porcelain,Californication,Red Hot Chili Peppers,1,0.99
Por Que Será,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Poprocks And Coke,International Superhits,Green Day,1,0.99
Poor Twisted Me,Load,Metallica,1,0.99
Poor Tom,Coda,Led Zeppelin,1,0.99
Ponto De Interrogação,Meus Momentos,Gonzaguinha,1,0.99
Ponta de Areia,Minas,Milton Nascimento,1,0.99
Polícia (Vinheta),Acústico,Titãs,1,0.99
Poeira,Compositores,O Terço,1,0.99
Podres Poderes,Minha Historia,Chico Buarque,1,0.99
Podes Crer,Acústico MTV [Live],Cidade Negra,1,0.99
Plush,Core,Stone Temple Pilots,1,0.99
Please Don't Touch,Ace Of Spades,Motörhead,1,0.99
Playtime,Heart of the Night,Spyro Gyra,1,0.99
Planet Home,Synkronized,Jamiroquai,1,0.99
Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,Respighi:Pines of Rome,Eugene Ormandy,1,0.99
Pinball Wizard,My Generation - The Very Best Of The Who,The Who,1,0.99
Pictures Of Lily,My Generation - The Very Best Of The Who,The Who,1,0.99
Pictures Of Home,Machine Head,Deep Purple,1,0.99
Pick Myself Up,Greatest Hits,Lenny Kravitz,1,0.99
"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto",Beethoven Piano Sonatas: Moonlight & Pastorale,Maurizio Pollini,1,0.99
Phantom Of The Opera,Live After Death,Iron Maiden,1,0.99
Persuasion,Santana - As Years Go By,Santana,1,0.99
Perplexo,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,1,0.99
Perfect Circle,The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
Pensamento,Acústico MTV [Live],Cidade Negra,1,0.99
Pela Internet (Live),Quanta Gente Veio Ver (Live),Gilberto Gil,1,0.99
"Peer Gynt Suite No.1, Op.46: 1. Morning Mood",Grieg: Peer Gynt Suites & Sibelius: Pelléas et Mélisande,Berliner Philharmoniker & Herbert Von Karajan,1,0.99
Pau-De-Arara,As Canções de Eu Tu Eles,Gilberto Gil,1,0.99
Paths Of Glory,Album Of The Year,Faith No More,1,0.99
"Past, Present, and Future","LOST, Season 4",Lost,1,1.99
"Partita in E Major, BWV 1006A: I. Prelude","J.S. Bach: Chaconne, Suite in E Minor, Partita in E Major & Prelude, Fugue and Allegro",Julian Bream,1,0.99
Parasite,"Heroes, Season 1",Heroes,1,1.99
Paranoid,Tribute,Ozzy Osbourne,1,0.99
Parallel Universe,Californication,Red Hot Chili Peppers,1,0.99
Paradise City,Appetite for Destruction,Guns N' Roses,1,0.99
Parabolicamará,Unplugged,Eric Clapton,1,0.99
Para Lennon E McCartney,Milton Nascimento Ao Vivo,Milton Nascimento,1,0.99
Par Avion,"Lost, Season 3",Lost,1,1.99
Papelão,Cafezinho,João Suplicy,1,0.99
Papeau Nuky Doe,Cesta Básica,Raimundos,1,0.99
Papa's Got A Brand New Bag Pt.1,Sex Machine,James Brown,1,0.99
Panis Et Circenses,Barulhinho Bom,Marisa Monte,1,0.99
Panama,"The Best Of Van Halen, Vol. I",Van Halen,1,0.99
Palco,Unplugged,Eric Clapton,1,0.99
Palavras Ao Vento,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99
Palavras,Acústico,Titãs,1,0.99
Paisagem Na Janela,Milton Nascimento Ao Vivo,Milton Nascimento,1,0.99
Pais E Filhos,Mais Do Mesmo,Legião Urbana,1,0.99
Pagan Baby,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99
Padre Cícero,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
Ozone Baby,Coda,Led Zeppelin,1,0.99
Overtime,Up An' Atom,Gene Krupa,1,0.99
Overdrive,One By One,Foo Fighters,1,0.99
Over The Hills And Far Away,Houses Of The Holy,Led Zeppelin,1,0.99
Over And Out,In Your Honor [Disc 2],Foo Fighters,1,0.99
Outshined,A-Sides,Soundgarden,1,0.99
Outlaws,"Lost, Season 1",Lost,1,1.99
Outbreak,Outbreak,Dennis Chambers,1,0.99
Out Ta Get Me,Appetite for Destruction,Guns N' Roses,1,0.99
Out On The Tiles,Led Zeppelin III,Led Zeppelin,1,0.99
Out Of Tears,Voodoo Lounge,The Rolling Stones,1,0.99
Out Of Sight,Sex Machine,James Brown,1,0.99
Otay,Outbreak,Dennis Chambers,1,0.99
Os Exilados,O Samba Poconé,Skank,1,0.99
Os Cegos Do Castelo,Acústico,Titãs,1,0.99
Os Alquimistas Estão Chegando,Jorge Ben Jor 25 Anos,Jorge Ben,1,0.99
Orion,Master Of Puppets,Metallica,1,0.99
Original Of The Species,How To Dismantle An Atomic Bomb,U2,1,0.99
Orientation,"Lost, Season 2",Lost,1,1.99
Opus No.1,Up An' Atom,Gene Krupa,1,0.99
Opachorô (Live),Quanta Gente Veio Ver (Live),Gilberto Gil,1,0.99
Only the Good Die Young,Seventh Son of a Seventh Son,Iron Maiden,1,0.99
Only A Dream In Rio,Chill: Brazil (Disc 2),Antônio Carlos Jobim,1,0.99
Onibusfobia,Jota Quest-1995,Jota Quest,1,0.99
One Step Closer,How To Dismantle An Atomic Bomb,U2,1,0.99
One Man's Meat,The Battle Rages On,Deep Purple,1,0.99
One I Want,Van Halen III,Van Halen,1,0.99
One Giant Leap,"Heroes, Season 1",Heroes,1,1.99
One For The Road,House of Pain,House Of Pain,1,0.99
One,Achtung Baby,U2,1,0.99
On Mercury,By The Way,Red Hot Chili Peppers,1,0.99
On Fire,Van Halen,Van Halen,1,0.99
On A Plain,Nevermind,Nirvana,1,0.99
Olodum - Smile (Instrumental),Olodum,Olodum,1,0.99
Old Love,Unplugged,Eric Clapton,1,0.99
"Oh, My Love",Instant Karma: The Amnesty International Campaign to Save Darfur,U2,1,0.99
Off He Goes,Live On Two Legs [Live],Pearl Jam,1,0.99
Of Wolf And Man,Black Album,Metallica,1,0.99
Odara,Prenda Minha,Caetano Veloso,1,0.99
Oceans,Ten,Pearl Jam,1,0.99
Oceano,Djavan Ao Vivo - Vol. 1,Djavan,1,0.99
Occupation / Precipice,"Battlestar Galactica, Season 3",Battlestar Galactica,1,1.99
O Último Romântico (Ao Vivo),Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,1,0.99
O Xote Das Meninas,Barulhinho Bom,Marisa Monte,1,0.99
O Trem Da Juventude,Acústico MTV,Os Paralamas Do Sucesso,1,0.99
O Que Vai Em Meu Coração,Demorou...,Mônica Marianno,1,0.99
O Que Será (À Flor Da Terra),Minha Historia,Chico Buarque,1,0.99
O Que Me Importa,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
O Livro Dos Dias,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,1,0.99
O Leaozinho,Minha Historia,Chico Buarque,1,0.99
O Dia Em Que A Terra Parou,Raul Seixas,Raul Seixas,1,0.99
O Descobridor Dos Sete Mares,Serie Sem Limite (Disc 1),Tim Maia,1,0.99
O Cidadão Do Mundo,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99
O Braço Da Minha Guitarra,Compositores,O Terço,1,0.99
O Boto (Bôto),Warner 25 Anos,Antônio Carlos Jobim,1,0.99
O Bicho Tá Pregando,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp,1,0.99
O Beco,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,1,0.99
O Amor Nao Sabe Esperar,Arquivo II,Os Paralamas Do Sucesso,1,0.99
Não Vou Lutar,Acústico,Titãs,1,0.99
Não Vou Ficar,Serie Sem Limite (Disc 1),Tim Maia,1,0.99
Não Sei O Que Eu Quero Da Vida,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99
Não Dá Mais Pra Segurar (Explode Coração),Meus Momentos,Gonzaguinha,1,0.99
Numb,Zooropa,U2,1,0.99
Now You're Gone,Greatest Hits,Lenny Kravitz,1,0.99
Nothingman,Live On Two Legs [Live],Pearl Jam,1,0.99
Nothing to Hide,"Heroes, Season 1",Heroes,1,1.99
Nothing To Say,A-Sides,Soundgarden,1,0.99
Nothin' To Lose,Unplugged [Live],Kiss,1,0.99
Nosso Adeus,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
Nobody's Home,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,1,0.99
Nobody Knows You When You're Down & Out,Unplugged,Eric Clapton,1,0.99
No Way Back,In Your Honor [Disc 1],Foo Fighters,1,0.99
No Prayer For The Dying,No Prayer For The Dying,Iron Maiden,1,0.99
No One Came,Fireball,Deep Purple,1,0.99
No More Tears,No More Tears (Remastered),Ozzy Osbourne,1,0.99
No Memory,Core,Stone Temple Pilots,1,0.99
No Futuro,Cafezinho,João Suplicy,1,0.99
No Fundo Do Quintal Da Escola,Raul Seixas,Raul Seixas,1,0.99
Night Train,Sex Machine,James Brown,1,0.99
Night Time Is The Right Time,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99
Night Of The Long Knives,For Those About To Rock We Salute You,AC/DC,1,0.99
Night Flight,Physical Graffiti [Disc 2],Led Zeppelin,1,0.99
Nico,Beyond Good And Evil,The Cult,1,0.99
Neworld,Van Halen III,Van Halen,1,0.99
"New York, New York",My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,1,0.99
New York,All That You Can't Leave Behind,U2,1,0.99
New Test Leper,New Adventures In Hi-Fi,R.E.M.,1,0.99
New Love,Serie Sem Limite (Disc 1),Tim Maia,1,0.99
Never Say Die,Speak of the Devil,Ozzy Osbourne,1,0.99
Nervosa,Roda De Funk,Funk Como Le Gusta,1,0.99
Nem Um Dia,Djavan Ao Vivo - Vol. 1,Djavan,1,0.99
Nem 5 Minutos Guardados,Acústico,Titãs,1,0.99
Nefertiti,The Essential Miles Davis [Disc 2],Miles Davis,1,0.99
Navegar Impreciso,Acústico MTV,Os Paralamas Do Sucesso,1,0.99
Naked In The Rain,Blood Sugar Sex Magik,Red Hot Chili Peppers,1,0.99
Naked In Front Of The Computer,Album Of The Year,Faith No More,1,0.99
Na Frente Da TV,Cidade Negra - Hits,Cidade Negra,1,0.99
N.I.B.,Black Sabbath,Black Sabbath,1,0.99
Música Urbana 2,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99
Música De Trabalho,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,1,0.99
Mãe Terra,Compositores,O Terço,1,0.99
My World,St. Anger,Metallica,1,0.99
My Time After Awhile,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,1,0.99
My Ship,Miles Ahead,Miles Davis,1,0.99
My Mistake,Judas 0: B-Sides and Rarities,Smashing Pumpkins,1,0.99
My Melancholy Blues,News Of The World,Queen,1,0.99
My Love,Axé Bahia 2001,Various Artists,1,0.99
My Kind Of Town,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,1,0.99
My Hero,The Colour And The Shape,Foo Fighters,1,0.99
My Friend Of Misery,Black Album,Metallica,1,0.99
Muçulmano,Maquinarama,Skank,1,0.99
Murders In The Rue Morgue,The Beast Live,Paul D'Ianno,1,0.99
Mundaréu,Compositores,O Terço,1,0.99
Muita Bobeira,Duos II,Luciana Souza/Romero Lubambo,1,0.99
Mr. Crowley,Tribute,Ozzy Osbourne,1,0.99
Mr. Brownstone,Appetite for Destruction,Guns N' Roses,1,0.99
Mouth To Mouth,Album Of The Year,Faith No More,1,0.99
Moth,Revelations,Audioslave,1,0.99
Most High,Walking Into Clarksdale,Page & Plant,1,0.99
Morro Da Casa Verde 2001,Carnaval 2001,Various Artists,1,0.99
Morning Glory,The Return Of The Space Cowboy,Jamiroquai,1,0.99
Moon germs,The Best Of Billy Cobham,Billy Cobham,1,0.99
Moon Is Up,Voodoo Lounge,The Rolling Stones,1,0.99
Monkey Wrench,The Colour And The Shape,Foo Fighters,1,0.99
Money,BackBeat Soundtrack,BackBeat,1,0.99
Momentos Que Marcam,Chill: Brazil (Disc 2),Antônio Carlos Jobim,1,0.99
Molina,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99
Mofo,Pop,U2,1,0.99
Moby Dick,Led Zeppelin II,Led Zeppelin,1,0.99
Mistério da Raça,Chill: Brazil (Disc 1),Marcos Valle,1,0.99
Misty Mountain Hop,IV,Led Zeppelin,1,0.99
Miss Sarajevo,Original Soundtracks 1,Passengers,1,0.99
Miracle To Me,Live [Disc 1],The Black Crowes,1,0.99
Minority,International Superhits,Green Day,1,0.99
Minha Namorada,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Minha Historia,Minha Historia,Chico Buarque,1,0.99
Millenium,Blue Moods,Incognito,1,0.99
Midnight Cowboy,Angel Dust,Faith No More,1,0.99
Midnight,Surfing with the Alien (Remastered),Joe Satriani,1,0.99
Michael's Birthday,"The Office, Season 2",The Office,1,1.99
Meu Refrigerador Não Funciona,Minha História,Os Mutantes,1,0.99
Meu Mundo Fica Completo (Com Você),Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99
Meu Guarda-Chuva,Roda De Funk,Funk Como Le Gusta,1,0.99
Metrô. Linha 743,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,1,0.99
"Metopes, Op. 29: Calypso","Szymanowski: Piano Works, Vol. 1",Martin Roscoe,1,0.99
Metal Militia,Kill 'Em All,Metallica,1,0.99
Metal Meltdown,Living After Midnight,Judas Priest,1,0.99
Message in a Bottle (new classic rock mix),The Police Greatest Hits,The Police,1,0.99
Meninos E Meninas,Mais Do Mesmo,Legião Urbana,1,0.99
Menino Do Rio,Minha Historia,Chico Buarque,1,0.99
Mellowship Slinky In B Major,Blood Sugar Sex Magik,Red Hot Chili Peppers,1,0.99
Meet Kevin Johnson,"LOST, Season 4",Lost,1,1.99
Medo De Escuro,Deixa Entrar,Falamansa,1,0.99
Mean Disposition,Voodoo Lounge,The Rolling Stones,1,0.99
Me Liga,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,1,0.99
Me In Honey,Out Of Time,R.E.M. Feat. Kate Pearson,1,0.99
Me Deixas Louca,Elis Regina-Minha História,Elis Regina,1,0.99
Me & Mr. Jones,Back to Black,Amy Winehouse,1,0.99
May This Be Love,Are You Experienced?,Jimi Hendrix,1,0.99
Mateus Enter,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99
Mas Que Nada,Chill: Brazil (Disc 1),Marcos Valle,1,0.99
Marvin,Acústico,Titãs,1,0.99
"Maria, Maria",Milton Nascimento Ao Vivo,Milton Nascimento,1,0.99
Maria Rosa,Elis Regina-Minha História,Elis Regina,1,0.99
Maria Maria,Supernatural,Santana,1,0.99
Maria Fumaça,Chill: Brazil (Disc 1),Marcos Valle,1,0.99
Maria,International Superhits,Green Day,1,0.99
Maracatu De Tiro Certeiro,Da Lama Ao Caos,Chico Science & Nação Zumbi,1,0.99
Maracatu Atômico [Trip Hop],Afrociberdelia,Chico Science & Nação Zumbi,1,0.99
Maracatu Atômico,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99
Maquinarama,Maquinarama,Skank,1,0.99
Manuel,The Best of Ed Motta,Ed Motta,1,0.99
Manifest Destiny,The Return Of The Space Cowboy,Jamiroquai,1,0.99
Mangueira,Sambas De Enredo 2001,Various Artists,1,0.99
"Man of Science, Man of Faith (Premiere)","Lost, Season 2",Lost,1,1.99
Man With The Woman Head,Bongo Fury,Frank Zappa & Captain Beefheart,1,0.99
Man On The Edge,The X Factor,Iron Maiden,1,0.99
Mama Said,Load,Metallica,1,0.99
Mama Africa,Jorge Ben Jor 25 Anos,Jorge Ben,1,0.99
Maluco Beleza,Raul Seixas,Raul Seixas,1,0.99
Malpractice,Angel Dust,Faith No More,1,0.99
Make Me Believe,Faceless,Godsmack,1,0.99
Magnetic Ocean,Blue Moods,Incognito,1,0.99
Magic Bus,My Generation - The Very Best Of The Who,The Who,1,0.99
Madalena,Elis Regina-Minha História,Elis Regina,1,0.99
Macy's Day Parade,International Superhits,Green Day,1,0.99
Mack The Knife,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,1,0.99
Machine Men,Chemical Wedding,Bruce Dickinson,1,0.99
MFC,Live On Two Legs [Live],Pearl Jam,1,0.99
Luis Inacio (300 Picaretas),Arquivo II,Os Paralamas Do Sucesso,1,0.99
Lucky 13,Judas 0: B-Sides and Rarities,Smashing Pumpkins,1,0.99
Low Man's Lyric,ReLoad,Metallica,1,0.99
Low,Out Of Time,R.E.M. Feat. Kate Pearson,1,0.99
Loving You Sunday Morning,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,1,0.99
Love Rescue Me,Rattle And Hum,U2,1,0.99
Love Removal Machine,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,1,0.99
Love Of My Life,Supernatural,Santana,1,0.99
Love Is Strong,Voodoo Lounge,The Rolling Stones,1,0.99
Love Is Blindness,Achtung Baby,U2,1,0.99
Love In An Elevator,Big Ones,Aerosmith,1,0.99
Love Gun,Greatest Kiss,Kiss,1,0.99
Love Don't Mean a Thing,Stormbringer,Deep Purple,1,0.99
Love Conquers All,Slaves And Masters,Deep Purple,1,0.99
Love Comes,Every Kind of Light,The Posies,1,0.99
Love Child,Come Taste The Band,Deep Purple,1,0.99
Love And Peace Or Else,How To Dismantle An Atomic Bomb,U2,1,0.99
Love,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,1,0.99
Loud Love,A-Sides,Soundgarden,1,0.99
Lost in Hollywood,Mezmerize,System Of A Down,1,0.99
Lost Survival Guide,"Lost, Season 3",Lost,1,1.99
"Lost Planet of the Gods, Pt. 2","Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),1,1.99
"Lost Planet of the Gods, Pt. 1","Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),1,1.99
Losing My Religion,Out Of Time,R.E.M. Feat. Kate Pearson,1,0.99
Losfer Words,Powerslave,Iron Maiden,1,0.99
Lords of Karma,Surfing with the Alien (Remastered),Joe Satriani,1,0.99
Lord of Light,A Matter of Life and Death,Iron Maiden,1,0.99
Lord Of The Flies,The X Factor,Iron Maiden,1,0.99
Looking For Love,Greatest Hits,Lenny Kravitz,1,0.99
Longview,International Superhits,Green Day,1,0.99
Long Tall Sally,BackBeat Soundtrack,BackBeat,1,0.99
Long As I Can See The Light,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99
Lodi,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99
Livre Pra Viver,Na Pista,Cláudio Zoli,1,0.99
Living In America,Sex Machine,James Brown,1,0.99
Livin' On The Edge,Big Ones,Aerosmith,1,0.99
Live and Let Die,Use Your Illusion I,Guns N' Roses,1,0.99
"Live Together, Die Alone, Pt. 1","Lost, Season 2",Lost,1,1.99
Live To Win,Ace Of Spades,Motörhead,1,0.99
Little Linda,Morning Dance,Spyro Gyra,1,0.99
Little Guitars (Intro),Diver Down,Van Halen,1,0.99
Little Guitars,Diver Down,Van Halen,1,0.99
Linha Do Horizonte,Chill: Brazil (Disc 2),Antônio Carlos Jobim,1,0.99
Lindo Lago Do Amor,Meus Momentos,Gonzaguinha,1,0.99
Lilás,Djavan Ao Vivo - Vol. 02,Djavan,1,0.99
Lil' Evil,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,1,0.99
Like a Stone,Audioslave,Audioslave,1,0.99
Like A Song...,War,U2,1,0.99
Ligia,Warner 25 Anos,Antônio Carlos Jobim,1,0.99
Lightning Strikes Twice,Virtual XI,Iron Maiden,1,0.99
Life Line,Tangents,The Tea Party,1,0.99
Life During Wartime,Acústico MTV,Os Paralamas Do Sucesso,1,0.99
Lick It Up,The Battle Rages On,Deep Purple,1,0.99
Levada do Amor (Ailoviu),Axé Bahia 2001,Various Artists,1,0.99
Letterbomb,American Idiot,Green Day,1,0.99
Let's See Action,My Generation - The Very Best Of The Who,The Who,1,0.99
Let Me Off Uptown,Up An' Atom,Gene Krupa,1,0.99
Let It Grow,The Cream Of Clapton,Eric Clapton,1,0.99
Lemon,Zooropa,U2,1,0.99
Leila,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,1,0.99
Leave,New Adventures In Hi-Fi,R.E.M.,1,0.99
Leash,Vs.,Pearl Jam,1,0.99
Leandro De Itaquera 2001,Carnaval 2001,Various Artists,1,0.99
Lazy Gun,Get Born,JET,1,0.99
Lavadeira,Axé Bahia 2001,Various Artists,1,0.99
Last Night On Earth,Pop,U2,1,0.99
Last Caress/Green Hell,Garage Inc. (Disc 2),Metallica,1,0.99
Lanterna Dos Afogados,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,1,0.99
Lamento Sertanejo,As Canções de Eu Tu Eles,Gilberto Gil,1,0.99
Lament,Miles Ahead,Miles Davis,1,0.99
Laguna Sunrise,Black Sabbath Vol. 4 (Remaster),Black Sabbath,1,0.99
La Puesta Del Sol,Santana - As Years Go By,Santana,1,0.99
La Bella Luna,Arquivo II,Os Paralamas Do Sucesso,1,0.99
Know Your Rights,The Singles,The Clash,1,0.99
Knocking At Your Back Door,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,1,0.99
Knockin On Heavens Door,The Cream Of Clapton,Eric Clapton,1,0.99
King Of Pain,The Police Greatest Hits,The Police,1,0.99
King Of Dreams,Slaves And Masters,Deep Purple,1,0.99
King Nothing,Load,Metallica,1,0.99
King In Crimson,Chemical Wedding,Bruce Dickinson,1,0.99
Kindergarten,Angel Dust,Faith No More,1,0.99
Killing Floor,Chemical Wedding,Bruce Dickinson,1,0.99
Kickstart My Heart,Motley Crue Greatest Hits,Mötley Crüe,1,0.99
"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",Sibelius: Finlandia,Berliner Philharmoniker & Hans Rosbaud,1,0.99
KKK Bitch,Body Count,Body Count,1,0.99
Just Friends,Back to Black,Amy Winehouse,1,0.99
Just Ain't Good Enough,Santana Live,Santana,1,0.99
"Jupiter, the Bringer of Jollity","Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies",Eugene Ormandy,1,0.99
Jungle Drums,Up An' Atom,Gene Krupa,1,0.99
Jump In The Fire,Kill 'Em All,Metallica,1,0.99
Jump,"The Best Of Van Halen, Vol. I",Van Halen,1,0.99
Juazeiro,As Canções de Eu Tu Eles,Gilberto Gil,1,0.99
Journey To Arnhemland,The Return Of The Space Cowboy,Jamiroquai,1,0.99
Jorge Da Capadócia,Prenda Minha,Caetano Veloso,1,0.99
Join Together,My Generation - The Very Best Of The Who,The Who,1,0.99
Ji Yeon,"LOST, Season 4",Lost,1,1.99
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,American Idiot,Green Day,1,0.99
Jesus Christ Pose,A-Sides,Soundgarden,1,0.99
Jerusalem,Chemical Wedding,Bruce Dickinson,1,0.99
Jeru,The Essential Miles Davis [Disc 1],Miles Davis,1,0.99
Jeito Faceiro,Olodum,Olodum,1,0.99
Jean Pierre (Live),The Essential Miles Davis [Disc 2],Miles Davis,1,0.99
