Song,Album,MediaType,Genre,minutes,Price
In The Light,Physical Graffiti [Disc 2],MPEG audio file,Rock,8.78,0.99
Bron-Yr-Aur,Physical Graffiti [Disc 2],MPEG audio file,Rock,2.11,0.99
Down By The Seaside,Physical Graffiti [Disc 2],MPEG audio file,Rock,5.27,0.99
Ten Years Gone,Physical Graffiti [Disc 2],MPEG audio file,Rock,6.55,0.99
Night Flight,Physical Graffiti [Disc 2],MPEG audio file,Rock,3.63,0.99
The Wanton Song,Physical Graffiti [Disc 2],MPEG audio file,Rock,4.16,0.99
Boogie With Stu,Physical Graffiti [Disc 2],MPEG audio file,Rock,3.89,0.99
Black Country Woman,Physical Graffiti [Disc 2],MPEG audio file,Rock,4.55,0.99
Sick Again,Physical Graffiti [Disc 2],MPEG audio file,Rock,4.72,0.99
Achilles Last Stand,Presence,MPEG audio file,Rock,10.43,0.99
For Your Life,Presence,MPEG audio file,Rock,6.41,0.99
Royal Orleans,Presence,MPEG audio file,Rock,2.99,0.99
Nobody's Fault But Mine,Presence,MPEG audio file,Rock,6.27,0.99
Candy Store Rock,Presence,MPEG audio file,Rock,4.2,0.99
Hots On For Nowhere,Presence,MPEG audio file,Rock,4.74,0.99
Tea For One,Presence,MPEG audio file,Rock,9.45,0.99
Rock & Roll,The Song Remains The Same (Disc 1),MPEG audio file,Rock,4.04,0.99
Celebration Day,The Song Remains The Same (Disc 1),MPEG audio file,Rock,3.83,0.99
The Song Remains The Same,The Song Remains The Same (Disc 1),MPEG audio file,Rock,5.89,0.99
Rain Song,The Song Remains The Same (Disc 1),MPEG audio file,Rock,8.43,0.99
Dazed And Confused,The Song Remains The Same (Disc 1),MPEG audio file,Rock,26.87,0.99
No Quarter,The Song Remains The Same (Disc 2),MPEG audio file,Rock,12.5,0.99
Stairway To Heaven,The Song Remains The Same (Disc 2),MPEG audio file,Rock,10.95,0.99
Moby Dick,The Song Remains The Same (Disc 2),MPEG audio file,Rock,12.77,0.99
Whole Lotta Love,The Song Remains The Same (Disc 2),MPEG audio file,Rock,14.4,0.99
Natália,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,3.93,0.99
L'Avventura,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.64,0.99
Música De Trabalho,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.34,0.99
Longe Do Meu Lado,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.44,0.99
A Via Láctea,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.67,0.99
Música Ambiente,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.13,0.99
Aloha,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,5.43,0.99
Soul Parsifal,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.92,0.99
Dezesseis,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,5.4,0.99
Mil Pedaços,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,3.39,0.99
Leila,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,5.38,0.99
1º De Julho,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.84,0.99
Esperando Por Mim,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.36,0.99
Quando Você Voltar,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,2.9,0.99
O Livro Dos Dias,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,Latin,4.29,0.99
Será,Mais Do Mesmo,MPEG audio file,Latin,2.47,0.99
Ainda É Cedo,Mais Do Mesmo,MPEG audio file,Latin,3.95,0.99
Geração Coca-Cola,Mais Do Mesmo,MPEG audio file,Latin,2.36,0.99
Eduardo E Mônica,Mais Do Mesmo,MPEG audio file,Latin,4.52,0.99
Tempo Perdido,Mais Do Mesmo,MPEG audio file,Latin,5.04,0.99
Indios,Mais Do Mesmo,MPEG audio file,Latin,4.3,0.99
Que País É Este,Mais Do Mesmo,MPEG audio file,Latin,2.96,0.99
Faroeste Caboclo,Mais Do Mesmo,MPEG audio file,Latin,9.05,0.99
Há Tempos,Mais Do Mesmo,MPEG audio file,Latin,3.29,0.99
Pais E Filhos,Mais Do Mesmo,MPEG audio file,Latin,5.14,0.99
Meninos E Meninas,Mais Do Mesmo,MPEG audio file,Latin,3.4,0.99
Vento No Litoral,Mais Do Mesmo,MPEG audio file,Latin,6.11,0.99
Perfeição,Mais Do Mesmo,MPEG audio file,Latin,4.61,0.99
Giz,Mais Do Mesmo,MPEG audio file,Latin,3.37,0.99
Dezesseis,Mais Do Mesmo,MPEG audio file,Latin,5.36,0.99
Antes Das Seis,Mais Do Mesmo,MPEG audio file,Latin,3.15,0.99
Are You Gonna Go My Way,Greatest Hits,MPEG audio file,Rock,3.53,0.99
Fly Away,Greatest Hits,MPEG audio file,Rock,3.7,0.99
Rock And Roll Is Dead,Greatest Hits,MPEG audio file,Rock,3.4,0.99
Again,Greatest Hits,MPEG audio file,Rock,3.82,0.99
It Ain't Over 'Til It's Over,Greatest Hits,MPEG audio file,Rock,4.05,0.99
Can't Get You Off My Mind,Greatest Hits,MPEG audio file,Rock,4.56,0.99
Mr. Cab Driver,Greatest Hits,MPEG audio file,Rock,3.84,0.99
American Woman,Greatest Hits,MPEG audio file,Rock,4.36,0.99
Stand By My Woman,Greatest Hits,MPEG audio file,Rock,4.33,0.99
Always On The Run,Greatest Hits,MPEG audio file,Rock,3.88,0.99
Heaven Help,Greatest Hits,MPEG audio file,Rock,3.17,0.99
I Belong To You,Greatest Hits,MPEG audio file,Rock,4.29,0.99
Believe,Greatest Hits,MPEG audio file,Rock,4.92,0.99
Let Love Rule,Greatest Hits,MPEG audio file,Rock,5.71,0.99
Black Velveteen,Greatest Hits,MPEG audio file,Rock,4.85,0.99
Assim Caminha A Humanidade,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.51,0.99
Honolulu,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,4.36,0.99
Dancin´Days,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,3.96,0.99
Um Pro Outro,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.94,0.99
Aviso Aos Navegantes,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,4.05,0.99
Casa,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,5.13,0.99
Condição,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,4.39,0.99
Hyperconectividade,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,3.01,0.99
O Descobridor Dos Sete Mares,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,3.76,0.99
Satisfação,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.47,0.99
Brumário,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.6,0.99
Um Certo Alguém,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,3.23,0.99
Fullgás,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,5.77,0.99
Sábado À Noite,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.23,0.99
A Cura,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,4.68,0.99
Aquilo,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,4.1,0.99
Atrás Do Trio Elétrico,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,2.48,0.99
Senta A Pua,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,3.63,0.99
Ro-Que-Se-Da-Ne,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,2.45,0.99
Tudo Bem,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.27,0.99
Toda Forma De Amor,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.8,0.99
Tudo Igual,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,4.6,0.99
Fogo De Palha,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,4.11,0.99
Sereia,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,4.63,0.99
Assaltaram A Gramática,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,4.35,0.99
Se Você Pensa,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.27,0.99
Lá Vem O Sol (Here Comes The Sun),Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,Latin,3.16,0.99
O Último Romântico (Ao Vivo),Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,Latin,3.87,0.99
Pseudo Silk Kimono,Misplaced Childhood,MPEG audio file,Rock,2.25,0.99
Kayleigh,Misplaced Childhood,MPEG audio file,Rock,3.91,0.99
Lavender,Misplaced Childhood,MPEG audio file,Rock,2.56,0.99
Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,Misplaced Childhood,MPEG audio file,Rock,5.94,0.99
Heart Of Lothian: Wide Boy / Curtain Call,Misplaced Childhood,MPEG audio file,Rock,6.1,0.99
Waterhole (Expresso Bongo),Misplaced Childhood,MPEG audio file,Rock,2.22,0.99
Lords Of The Backstage,Misplaced Childhood,MPEG audio file,Rock,1.88,0.99
Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,Misplaced Childhood,MPEG audio file,Rock,9.5,0.99
Childhoods End?,Misplaced Childhood,MPEG audio file,Rock,4.55,0.99
White Feather,Misplaced Childhood,MPEG audio file,Rock,2.39,0.99
Arrepio,Barulhinho Bom,MPEG audio file,Latin,2.27,0.99
Magamalabares,Barulhinho Bom,MPEG audio file,Latin,3.6,0.99
Chuva No Brejo,Barulhinho Bom,MPEG audio file,Latin,2.43,0.99
Cérebro Eletrônico,Barulhinho Bom,MPEG audio file,Latin,2.88,0.99
Tempos Modernos,Barulhinho Bom,MPEG audio file,Latin,3.05,0.99
Maraçá,Barulhinho Bom,MPEG audio file,Latin,3.83,0.99
Blanco,Barulhinho Bom,MPEG audio file,Latin,0.75,0.99
Panis Et Circenses,Barulhinho Bom,MPEG audio file,Latin,3.21,0.99
De Noite Na Cama,Barulhinho Bom,MPEG audio file,Latin,3.48,0.99
Beija Eu,Barulhinho Bom,MPEG audio file,Latin,3.29,0.99
Give Me Love,Barulhinho Bom,MPEG audio file,Latin,4.16,0.99
Ainda Lembro,Barulhinho Bom,MPEG audio file,Latin,3.65,0.99
A Menina Dança,Barulhinho Bom,MPEG audio file,Latin,2.16,0.99
Dança Da Solidão,Barulhinho Bom,MPEG audio file,Latin,3.39,0.99
Ao Meu Redor,Barulhinho Bom,MPEG audio file,Latin,4.59,0.99
Bem Leve,Barulhinho Bom,MPEG audio file,Latin,2.65,0.99
Segue O Seco,Barulhinho Bom,MPEG audio file,Latin,2.97,0.99
O Xote Das Meninas,Barulhinho Bom,MPEG audio file,Latin,4.86,0.99
Wherever I Lay My Hat,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.28,0.99
Get My Hands On Some Lovin',Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.48,0.99
No Good Without You,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.69,0.99
You've Been A Long Time Coming,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.29,0.99
When I Had Your Love,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.54,0.99
You're What's Happening (In The World Today),Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.37,0.99
Loving You Is Sweeter Than Ever,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.77,0.99
It's A Bitter Pill To Swallow,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,3.25,0.99
Seek And You Shall Find,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,3.72,0.99
Gonna Keep On Tryin' Till I Win Your Love,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.94,0.99
Gonna Give Her All The Love I've Got,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,3.51,0.99
I Wish It Would Rain,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,2.87,0.99
"Abraham, Martin And John",Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,4.55,0.99
Save The Children,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,3.25,0.99
You Sure Love To Ball,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,3.64,0.99
Ego Tripping Out,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,5.24,0.99
Praise,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,3.93,0.99
Heavy Love Affair,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,R&B/Soul,3.8,0.99
Down Under,The Best Of Men At Work,MPEG audio file,Rock,3.7,0.99
Overkill,The Best Of Men At Work,MPEG audio file,Rock,3.76,0.99
Be Good Johnny,The Best Of Men At Work,MPEG audio file,Rock,3.61,0.99
Everything I Need,The Best Of Men At Work,MPEG audio file,Rock,3.61,0.99
Down by the Sea,The Best Of Men At Work,MPEG audio file,Rock,6.8,0.99
Who Can It Be Now?,The Best Of Men At Work,MPEG audio file,Rock,3.37,0.99
It's a Mistake,The Best Of Men At Work,MPEG audio file,Rock,4.56,0.99
Dr. Heckyll & Mr. Jive,The Best Of Men At Work,MPEG audio file,Rock,4.64,0.99
Shakes and Ladders,The Best Of Men At Work,MPEG audio file,Rock,3.3,0.99
No Sign of Yesterday,The Best Of Men At Work,MPEG audio file,Rock,6.03,0.99
Enter Sandman,Black Album,MPEG audio file,Metal,5.54,0.99
Sad But True,Black Album,MPEG audio file,Metal,5.41,0.99
Holier Than Thou,Black Album,MPEG audio file,Metal,3.8,0.99
The Unforgiven,Black Album,MPEG audio file,Metal,6.45,0.99
Wherever I May Roam,Black Album,MPEG audio file,Metal,6.74,0.99
Don't Tread On Me,Black Album,MPEG audio file,Metal,4.01,0.99
Through The Never,Black Album,MPEG audio file,Metal,4.07,0.99
Nothing Else Matters,Black Album,MPEG audio file,Metal,6.48,0.99
Of Wolf And Man,Black Album,MPEG audio file,Metal,4.28,0.99
The God That Failed,Black Album,MPEG audio file,Metal,5.14,0.99
My Friend Of Misery,Black Album,MPEG audio file,Metal,6.83,0.99
The Struggle Within,Black Album,MPEG audio file,Metal,3.9,0.99
Helpless,Garage Inc. (Disc 2),MPEG audio file,Metal,6.64,0.99
The Small Hours,Garage Inc. (Disc 2),MPEG audio file,Metal,6.72,0.99
The Wait,Garage Inc. (Disc 2),MPEG audio file,Metal,4.92,0.99
Crash Course In Brain Surgery,Garage Inc. (Disc 2),MPEG audio file,Metal,3.17,0.99
Last Caress/Green Hell,Garage Inc. (Disc 2),MPEG audio file,Metal,3.5,0.99
Am I Evil?,Garage Inc. (Disc 2),MPEG audio file,Metal,7.84,0.99
Blitzkrieg,Garage Inc. (Disc 2),MPEG audio file,Metal,3.61,0.99
Breadfan,Garage Inc. (Disc 2),MPEG audio file,Metal,5.69,0.99
The Prince,Garage Inc. (Disc 2),MPEG audio file,Metal,4.43,0.99
Stone Cold Crazy,Garage Inc. (Disc 2),MPEG audio file,Metal,2.3,0.99
So What,Garage Inc. (Disc 2),MPEG audio file,Metal,3.15,0.99
Killing Time,Garage Inc. (Disc 2),MPEG audio file,Metal,3.06,0.99
Overkill,Garage Inc. (Disc 2),MPEG audio file,Metal,4.09,0.99
Damage Case,Garage Inc. (Disc 2),MPEG audio file,Metal,3.67,0.99
Stone Dead Forever,Garage Inc. (Disc 2),MPEG audio file,Metal,4.87,0.99
Too Late Too Late,Garage Inc. (Disc 2),MPEG audio file,Metal,3.2,0.99
Hit The Lights,Kill 'Em All,MPEG audio file,Metal,4.29,0.99
The Four Horsemen,Kill 'Em All,MPEG audio file,Metal,7.22,0.99
Motorbreath,Kill 'Em All,MPEG audio file,Metal,3.14,0.99
Jump In The Fire,Kill 'Em All,MPEG audio file,Metal,4.69,0.99
(Anesthesia) Pulling Teeth,Kill 'Em All,MPEG audio file,Metal,4.25,0.99
Whiplash,Kill 'Em All,MPEG audio file,Metal,4.15,0.99
Phantom Lord,Kill 'Em All,MPEG audio file,Metal,5.03,0.99
No Remorse,Kill 'Em All,MPEG audio file,Metal,6.45,0.99
Seek & Destroy,Kill 'Em All,MPEG audio file,Metal,6.93,0.99
Metal Militia,Kill 'Em All,MPEG audio file,Metal,5.19,0.99
Ain't My Bitch,Load,MPEG audio file,Metal,5.07,0.99
2 X 4,Load,MPEG audio file,Metal,5.47,0.99
The House Jack Built,Load,MPEG audio file,Metal,6.65,0.99
Until It Sleeps,Load,MPEG audio file,Metal,4.5,0.99
King Nothing,Load,MPEG audio file,Metal,5.47,0.99
Hero Of The Day,Load,MPEG audio file,Metal,4.37,0.99
Bleeding Me,Load,MPEG audio file,Metal,8.3,0.99
Cure,Load,MPEG audio file,Metal,4.91,0.99
Poor Twisted Me,Load,MPEG audio file,Metal,4.0,0.99
Wasted My Hate,Load,MPEG audio file,Metal,3.95,0.99
Mama Said,Load,MPEG audio file,Metal,5.33,0.99
Thorn Within,Load,MPEG audio file,Metal,5.86,0.99
Ronnie,Load,MPEG audio file,Metal,5.29,0.99
The Outlaw Torn,Load,MPEG audio file,Metal,9.81,0.99
Battery,Master Of Puppets,MPEG audio file,Metal,5.21,0.99
Master Of Puppets,Master Of Puppets,MPEG audio file,Metal,8.59,0.99
The Thing That Should Not Be,Master Of Puppets,MPEG audio file,Metal,6.6,0.99
Welcome Home (Sanitarium),Master Of Puppets,MPEG audio file,Metal,6.45,0.99
Disposable Heroes,Master Of Puppets,MPEG audio file,Metal,8.28,0.99
Leper Messiah,Master Of Puppets,MPEG audio file,Metal,5.79,0.99
Orion,Master Of Puppets,MPEG audio file,Metal,8.33,0.99
Damage Inc.,Master Of Puppets,MPEG audio file,Metal,5.52,0.99
Fuel,ReLoad,MPEG audio file,Metal,4.49,0.99
The Memory Remains,ReLoad,MPEG audio file,Metal,4.66,0.99
Devil's Dance,ReLoad,MPEG audio file,Metal,5.32,0.99
The Unforgiven II,ReLoad,MPEG audio file,Metal,6.59,0.99
Better Than You,ReLoad,MPEG audio file,Metal,5.38,0.99
Slither,ReLoad,MPEG audio file,Metal,5.22,0.99
Carpe Diem Baby,ReLoad,MPEG audio file,Metal,6.21,0.99
Bad Seed,ReLoad,MPEG audio file,Metal,4.09,0.99
Where The Wild Things Are,ReLoad,MPEG audio file,Metal,6.91,0.99
Prince Charming,ReLoad,MPEG audio file,Metal,6.08,0.99
Low Man's Lyric,ReLoad,MPEG audio file,Metal,7.63,0.99
Attitude,ReLoad,MPEG audio file,Metal,5.26,0.99
Fixxxer,ReLoad,MPEG audio file,Metal,8.27,0.99
Fight Fire With Fire,Ride The Lightning,MPEG audio file,Metal,4.76,0.99
Ride The Lightning,Ride The Lightning,MPEG audio file,Metal,6.63,0.99
For Whom The Bell Tolls,Ride The Lightning,MPEG audio file,Metal,5.2,0.99
Fade To Black,Ride The Lightning,MPEG audio file,Metal,6.91,0.99
Trapped Under Ice,Ride The Lightning,MPEG audio file,Metal,4.08,0.99
Escape,Ride The Lightning,MPEG audio file,Metal,4.41,0.99
Creeping Death,Ride The Lightning,MPEG audio file,Metal,6.61,0.99
The Call Of Ktulu,Ride The Lightning,MPEG audio file,Metal,8.91,0.99
Frantic,St. Anger,MPEG audio file,Metal,5.84,0.99
St. Anger,St. Anger,MPEG audio file,Metal,7.35,0.99
Some Kind Of Monster,St. Anger,MPEG audio file,Metal,8.43,0.99
Dirty Window,St. Anger,MPEG audio file,Metal,5.42,0.99
Invisible Kid,St. Anger,MPEG audio file,Metal,8.5,0.99
My World,St. Anger,MPEG audio file,Metal,5.76,0.99
Shoot Me Again,St. Anger,MPEG audio file,Metal,7.17,0.99
Sweet Amber,St. Anger,MPEG audio file,Metal,5.45,0.99
The Unnamed Feeling,St. Anger,MPEG audio file,Metal,7.16,0.99
Purify,St. Anger,MPEG audio file,Metal,5.23,0.99
All Within My Hands,St. Anger,MPEG audio file,Metal,8.8,0.99
Blackened,...And Justice For All,MPEG audio file,Metal,6.72,0.99
...And Justice For All,...And Justice For All,MPEG audio file,Metal,9.76,0.99
Eye Of The Beholder,...And Justice For All,MPEG audio file,Metal,6.43,0.99
One,...And Justice For All,MPEG audio file,Metal,7.44,0.99
The Shortest Straw,...And Justice For All,MPEG audio file,Metal,6.59,0.99
Harvester Of Sorrow,...And Justice For All,MPEG audio file,Metal,5.76,0.99
The Frayed Ends Of Sanity,...And Justice For All,MPEG audio file,Metal,7.73,0.99
To Live Is To Die,...And Justice For All,MPEG audio file,Metal,9.81,0.99
Dyers Eve,...And Justice For All,MPEG audio file,Metal,5.23,0.99
Springsville,Miles Ahead,MPEG audio file,Jazz,3.46,0.99
The Maids Of Cadiz,Miles Ahead,MPEG audio file,Jazz,3.89,0.99
The Duke,Miles Ahead,MPEG audio file,Jazz,3.58,0.99
My Ship,Miles Ahead,MPEG audio file,Jazz,4.47,0.99
Miles Ahead,Miles Ahead,MPEG audio file,Jazz,3.5,0.99
Blues For Pablo,Miles Ahead,MPEG audio file,Jazz,5.31,0.99
New Rhumba,Miles Ahead,MPEG audio file,Jazz,4.61,0.99
The Meaning Of The Blues,Miles Ahead,MPEG audio file,Jazz,2.81,0.99
Lament,Miles Ahead,MPEG audio file,Jazz,2.24,0.99
I Don't Wanna Be Kissed (By Anyone But You),Miles Ahead,MPEG audio file,Jazz,3.19,0.99
Springsville (Alternate Take),Miles Ahead,MPEG audio file,Jazz,3.27,0.99
Blues For Pablo (Alternate Take),Miles Ahead,MPEG audio file,Jazz,3.54,0.99
The Meaning Of The Blues/Lament (Alternate Take),Miles Ahead,MPEG audio file,Jazz,5.16,0.99
I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),Miles Ahead,MPEG audio file,Jazz,3.2,0.99
Coração De Estudante,Milton Nascimento Ao Vivo,MPEG audio file,Latin,3.98,0.99
A Noite Do Meu Bem,Milton Nascimento Ao Vivo,MPEG audio file,Latin,3.67,0.99
Paisagem Na Janela,Milton Nascimento Ao Vivo,MPEG audio file,Latin,3.29,0.99
Cuitelinho,Milton Nascimento Ao Vivo,MPEG audio file,Latin,3.49,0.99
Caxangá,Milton Nascimento Ao Vivo,MPEG audio file,Latin,4.09,0.99
Nos Bailes Da Vida,Milton Nascimento Ao Vivo,MPEG audio file,Latin,4.6,0.99
Menestrel Das Alagoas,Milton Nascimento Ao Vivo,MPEG audio file,Latin,3.33,0.99
Brasil,Milton Nascimento Ao Vivo,MPEG audio file,Latin,2.59,0.99
Canção Do Novo Mundo,Milton Nascimento Ao Vivo,MPEG audio file,Latin,3.59,0.99
Um Gosto De Sol,Milton Nascimento Ao Vivo,MPEG audio file,Latin,5.12,0.99
Solar,Milton Nascimento Ao Vivo,MPEG audio file,Latin,2.6,0.99
Para Lennon E McCartney,Milton Nascimento Ao Vivo,MPEG audio file,Latin,5.36,0.99
"Maria, Maria",Milton Nascimento Ao Vivo,MPEG audio file,Latin,1.21,0.99
Minas,Minas,MPEG audio file,Latin,2.54,0.99
"Fé Cega, Faca Amolada",Minas,MPEG audio file,Latin,4.63,0.99
Beijo Partido,Minas,MPEG audio file,Latin,3.83,0.99
Saudade Dos Aviões Da Panair (Conversando No Bar),Minas,MPEG audio file,Latin,4.48,0.99
Gran Circo,Minas,MPEG audio file,Latin,4.19,0.99
Ponta de Areia,Minas,MPEG audio file,Latin,4.55,0.99
Trastevere,Minas,MPEG audio file,Latin,4.43,0.99
Idolatrada,Minas,MPEG audio file,Latin,4.77,0.99
Leila (Venha Ser Feliz),Minas,MPEG audio file,Latin,3.5,0.99
Paula E Bebeto,Minas,MPEG audio file,Latin,2.26,0.99
Simples,Minas,MPEG audio file,Latin,2.22,0.99
Norwegian Wood,Minas,MPEG audio file,Latin,6.9,0.99
Caso Você Queira Saber,Minas,MPEG audio file,Latin,3.43,0.99
Ace Of Spades,Ace Of Spades,MPEG audio file,Metal,2.83,0.99
Love Me Like A Reptile,Ace Of Spades,MPEG audio file,Metal,3.39,0.99
Shoot You In The Back,Ace Of Spades,MPEG audio file,Metal,2.67,0.99
Live To Win,Ace Of Spades,MPEG audio file,Metal,3.63,0.99
Fast And Loose,Ace Of Spades,MPEG audio file,Metal,3.39,0.99
(We Are) The Road Crew,Ace Of Spades,MPEG audio file,Metal,3.21,0.99
Fire Fire,Ace Of Spades,MPEG audio file,Metal,2.74,0.99
Jailbait,Ace Of Spades,MPEG audio file,Metal,3.57,0.99
Dance,Ace Of Spades,MPEG audio file,Metal,2.64,0.99
Bite The Bullet,Ace Of Spades,MPEG audio file,Metal,1.64,0.99
The Chase Is Better Than The Catch,Ace Of Spades,MPEG audio file,Metal,4.31,0.99
The Hammer,Ace Of Spades,MPEG audio file,Metal,2.8,0.99
Dirty Love,Ace Of Spades,MPEG audio file,Metal,2.94,0.99
Please Don't Touch,Ace Of Spades,MPEG audio file,Metal,2.83,0.99
Emergency,Ace Of Spades,MPEG audio file,Metal,3.01,0.99
Kir Royal,Demorou...,MPEG audio file,World,3.91,0.99
O Que Vai Em Meu Coração,Demorou...,MPEG audio file,World,4.26,0.99
Aos Leões,Demorou...,MPEG audio file,World,3.91,0.99
Dois Índios,Demorou...,MPEG audio file,World,3.65,0.99
Noite Negra,Demorou...,MPEG audio file,World,3.45,0.99
Beijo do Olhar,Demorou...,MPEG audio file,World,4.21,0.99
É Fogo,Demorou...,MPEG audio file,World,3.25,0.99
Já Foi,Demorou...,MPEG audio file,World,4.09,0.99
Só Se For Pelo Cabelo,Demorou...,MPEG audio file,World,3.97,0.99
No Clima,Demorou...,MPEG audio file,World,4.16,0.99
A Moça e a Chuva,Demorou...,MPEG audio file,World,4.58,0.99
Demorou!,Demorou...,MPEG audio file,World,0.65,0.99
Bitter Pill,Motley Crue Greatest Hits,MPEG audio file,Metal,4.45,0.99
Enslaved,Motley Crue Greatest Hits,MPEG audio file,Metal,4.5,0.99
"Girls, Girls, Girls",Motley Crue Greatest Hits,MPEG audio file,Metal,4.5,0.99
Kickstart My Heart,Motley Crue Greatest Hits,MPEG audio file,Metal,4.73,0.99
Wild Side,Motley Crue Greatest Hits,MPEG audio file,Metal,4.61,0.99
Glitter,Motley Crue Greatest Hits,MPEG audio file,Metal,5.67,0.99
Dr. Feelgood,Motley Crue Greatest Hits,MPEG audio file,Metal,4.71,0.99
Same Ol' Situation,Motley Crue Greatest Hits,MPEG audio file,Metal,4.24,0.99
Home Sweet Home,Motley Crue Greatest Hits,MPEG audio file,Metal,3.95,0.99
Afraid,Motley Crue Greatest Hits,MPEG audio file,Metal,4.13,0.99
Don't Go Away Mad (Just Go Away),Motley Crue Greatest Hits,MPEG audio file,Metal,4.67,0.99
Without You,Motley Crue Greatest Hits,MPEG audio file,Metal,4.48,0.99
Smokin' in The Boys Room,Motley Crue Greatest Hits,MPEG audio file,Metal,3.45,0.99
